title,Year_of_release,Genre,movie_runtime,IMDB_rating,IMDB_votes,Cast_&_Crew
Ramprasad Ki Tehrvi,2019," Comedy, Drama            ",115 min,  7.5 ,4301,"     Director: Seema Bhargava |      Stars: Supriya Pathak,  Konkona Sen Sharma,  Parambrata Chattopadhyay,  Vikrant Massey "
Har Dil Jo Pyar Karega...,2000," Comedy, Drama, Musical            ",173 min,  5.2 ,4286,"     Director: Raj Kanwar |      Stars: Salman Khan,  Preity Zinta,  Rani Mukerji,  Shah Rukh Khan "
Chintu Ka Birthday,2020," Drama, War            ",80 min,  7.8 ,4274,"     Directors: Devanshu Singh,  Satyanshu Singh |      Stars: Vinay Pathak,  Tillotama Shome,  Seema Bhargava,  Khaled Masso "
Raincoat,2004," Drama, Romance            ",117 min,  7.7 ,4260,"     Director: Rituparno Ghosh |      Stars: Ajay Devgn,  Aishwarya Rai Bachchan,  Annu Kapoor,  Mouli Ganguly "
Nautanki Saala!,2013," Comedy, Drama, Romance            ",119 min,  5.8 ,4257,"     Director: Rohan Sippy |      Stars: Ayushmann Khurrana,  Kunaal Roy Kapur,  Pooja Salvi,  Gaelyn Mendonca "
Kyaa Kool Hain Hum 3,2016, Comedy            ,124 min,  1.9 ,4240,"     Director: Umesh Ghadge |      Stars: Tusshar Kapoor,  Aftab Shivdasani,  Krishna Abhishek,  Mandana Karimi "
Yuvvraaj,2008," Comedy, Drama, Musical            ",151 min,  4.1 ,4231,"     Director: Subhash Ghai |      Stars: Salman Khan,  Anil Kapoor,  Zayed Khan,  Mithun Chakraborty "
Ghayal,1990," Action, Crime, Drama            ",163 min,  7.6 ,4225,"     Director: Rajkumar Santoshi |      Stars: Sunny Deol,  Amrish Puri,  Meenakshi Sheshadri,  Moushumi Chatterjee "
Heroine,2012, Drama            ,149 min,  5.1 ,4220,"     Director: Madhur Bhandarkar |      Stars: Kareena Kapoor,  Arjun Rampal,  Randeep Hooda,  Shahana Goswami "
Ginny Weds Sunny,2020," Comedy, Drama, Romance            ",125 min,  5.7 ,4210,"     Director: Puneet Khanna |      Stars: Yami Gautam,  Vikrant Massey,  Ayesha Raza,  Rajiv Gupta "
Tere Naal Love Ho Gaya,2012," Comedy, Drama, Romance            ",130 min,  5.8 ,4202,"     Director: Mandeep Kumar |      Stars: Riteish Deshmukh,  Genelia D'Souza,  Om Puri,  Tinnu Anand "
Desh Drohi,2008," Action, Thriller            ",140 min,  1.3 ,4182,"     Director: Jagdish A. Sharma |      Stars: Kamal Rashid Khan,  Gracy Singh,  Hrishitaa Bhatt,  Zulfi Sayed "
Dil Hai Ki Manta Nahin,1991," Adventure, Comedy, Drama            ",154 min,  7.3 ,4175,"     Director: Mahesh Bhatt |      Stars: Aamir Khan,  Pooja Bhatt,  Anupam Kher,  Sameer Chitre "
Rakhta Charitra,2010," Action, Biography, Crime            ",125 min,  7.6 ,4160,"     Director: Ram Gopal Varma |      Stars: Vivek Oberoi,  Shatrughan Sinha,  Sudeep,  Abhimanyu Singh "
Sardar Ka Grandson,2021," Comedy, Drama, Romance            ",139 min,  4.2 ,4150,"     Director: Kaashvi Nair |      Stars: Neena Gupta,  Arjun Kapoor,  Rakul Preet Singh,  Kanwaljit Singh "
God Tussi Great Ho,2008," Comedy, Drama, Fantasy            ",152 min,  3.6 ,4142,"     Director: Rumi Jaffery |      Stars: Amitabh Bachchan,  Salman Khan,  Priyanka Chopra Jonas,  Anupam Kher "
Yamla Pagla Deewana,2011," Action, Comedy, Drama            ",163 min,  5.6 ,4133,"     Director: Samir Karnik |      Stars: Nafisa Ali,  Yugesh Anil,  Madhuri Bhattacharya,  Bhupindder Bhoopii "
Raja Natwarlal,2014," Crime, Thriller            ",141 min,  6.1 ,4130,"     Director: Kunal Deshmukh |      Stars: Emraan Hashmi,  Humaima Malik,  Paresh Rawal,  Kay Kay Menon "
Break Ke Baad,2010," Comedy, Drama, Romance            ",145 min,  5.2 ,4118,"     Director: Danish Aslam |      Stars: Imran Khan,  Deepika Padukone,  Namit Shah,  Parzaan Dastur "
Shaurya: It Takes Courage to Make Right... Right,2008," Crime, Drama, Thriller            ",149 min,  7.3 ,4110,"     Director: Samar Khan |      Stars: Rahul Bose,  Javed Jaffrey,  Minissha Lamba,  Seema Biswas "
Hello Brother,1999," Action, Comedy, Fantasy            ",139 min,  4.7 ,4102,"     Director: Sohail Khan |      Stars: Salman Khan,  Rani Mukerji,  Arbaaz Khan,  Johnny Lever "
Guilty,II 2020," Drama, Thriller            ",119 min,  5.4 ,4093,"     Director: Ruchi Narain |      Stars: Kiara Advani,  Taher Shabbir,  Akansha Ranjan Kapoor,  Gurfateh Pirzada "
Ek Thi Daayan,2013," Horror, Romance, Thriller            ",135 min,  5.7 ,4090,"     Director: Kannan Iyer |      Stars: Emraan Hashmi,  Konkona Sen Sharma,  Kalki Koechlin,  Huma Qureshi "
Pareeksha,2020, Drama            ,120 min,  8.1 ,4089,"     Director: Prakash Jha |      Stars: Adil Hussain,  Priyanka Bose,  Shourya Deep,  Shubham "
Saheb Biwi Aur Gangster,2011," Action, Crime, Drama            ",118 min,  7.2 ,4086,"     Director: Tigmanshu Dhulia |      Stars: Jimmy Sheirgill,  Mahie Gill,  Randeep Hooda,  Shreya Narayan "
Hello Charlie,2021, Comedy            ,102 min,  5.5 ,4080,"     Director: Pankaj Saraswat |      Stars: Aadar Jain,  Jackie Shroff,  Shloka Pandit,  Elnaaz Norouzi "
Aurangzeb,2013," Action, Drama, Thriller            ",137 min,  6.5 ,4067,"     Director: Atul Sabharwal |      Stars: Arjun Kapoor,  Sasha Aagha,  Prithviraj Sukumaran,  Rishi Kapoor "
Ek Ladki Ko Dekha Toh Aisa Laga,2019," Comedy, Drama, Romance            ",120 min,  5.5 ,4063,"     Director: Shelly Chopra Dhar |      Stars: Sonam Kapoor,  Anil Kapoor,  Rajkummar Rao,  Juhi Chawla "
Rangoon,II 2017," Action, Drama, History            ",170 min,  5.6 ,4058,"     Director: Vishal Bhardwaj |      Stars: Kangana Ranaut,  Shahid Kapoor,  Saif Ali Khan,  Manav Vij "
Dong wu shi jie,2018," Action, Fantasy, Sci-Fi            ",132 min,  6.5 ,4042,"     Director: Yan Han |      Stars: Yifeng Li,  Yunhe Yi,  Bingkun Cao,  Yijuan Li "
Aisha,I 2010," Comedy, Drama, Romance            ",126 min,  5.0 ,4041,"     Director: Rajshree Ojha |      Stars: Sonam Kapoor,  Abhay Deol,  Amrita Puri,  Cyrus Sahukar "
Humko Deewana Kar Gaye,2006," Drama, Romance            ",155 min,  5.2 ,4041,"     Director: Raj Kanwar |      Stars: Akshay Kumar,  Katrina Kaif,  Bipasha Basu,  Bhagyashree "
Hind Ka Napak Ko Jawab,2017," Action, Thriller            ",130 min,  6.5 ,4029,"     Directors: Honeypreet Insan,  Gurmeet Ram Rahim Singh |      Stars: Gurmeet Ram Rahim Singh,  Honeypreet Insan,  Muntazir Ahmad,  Aditya Insan "
Manto,2018," Biography, Drama            ",112 min,  7.4 ,4024,"     Director: Nandita Das |      Stars: Nawazuddin Siddiqui,  Rasika Dugal,  Tahir Raj Bhasin,  Nazma Ali Shaikh "
Bewakoofiyaan,2014," Comedy, Drama, Romance            ",119 min,  5.5 ,4017,"     Director: Nupur Asthana |      Stars: Ayushmann Khurrana,  Sonam Kapoor,  Rishi Kapoor,  Swedha Singh "
Made in China,II 2019," Comedy, Drama            ",128 min,  6.2 ,4016,"     Director: Mikhil Musale |      Stars: Rajkummar Rao,  Boman Irani,  Mouni Roy,  Paresh Rawal "
Ishq Vishk,2003," Comedy, Romance            ",134 min,  6.0 ,4016,"     Director: Ken Ghosh |      Stars: Shahid Kapoor,  Amrita Rao,  Shenaz Treasury,  Vishal Malhotra "
I Am Kalam,2010," Comedy, Drama, Family            ",88 min,  8.0 ,4005,"     Director: Nila Madhab Panda |      Stars: Gulshan Grover,  Harsh Mayar,  Pitobash,  Hussan Saad "
Kill Dil,2014," Action, Comedy, Drama            ",127 min,  4.3 ,4001,"     Director: Shaad Ali |      Stars: Ranveer Singh,  Ali Zafar,  Parineeti Chopra,  Govinda "
OK Jaanu,2017," Drama, Romance            ",135 min,  5.2 ,4000,"     Director: Shaad Ali |      Stars: Aditya Roy Kapoor,  Shraddha Kapoor,  Naseeruddin Shah,  Vibhoutee Sharma "
Dil Bole Hadippa!,2009," Comedy, Drama, Romance            ",148 min,  4.6 ,3999,"     Director: Anurag Singh |      Stars: Shahid Kapoor,  Rani Mukerji,  Anupam Kher,  Dalip Tahil "
Akira,I 2016," Action, Thriller            ",137 min,  5.9 ,3986,"     Director: A.R. Murugadoss |      Stars: Sonakshi Sinha,  Anurag Kashyap,  Konkona Sen Sharma,  Nandu Madhav "
Fiza,2000," Action, Crime, Drama            ",170 min,  6.1 ,3983,"     Director: Khalid Mohamed |      Stars: Karisma Kapoor,  Hrithik Roshan,  Jaya Bachchan,  Shabana Raza "
Khamoshi: The Musical,1996," Drama, Musical, Romance            ",160 min,  7.5 ,3971,"     Director: Sanjay Leela Bhansali |      Stars: Manisha Koirala,  Nana Patekar,  Salman Khan,  Seema Biswas "
Silence: Can You Hear It,2021," Crime, Thriller            ",136 min,  6.6 ,3961,"     Director: Aban Bharucha Deohans |      Stars: Sahil Vaid,  Saurrabh Kushwaha,  Manoj Bajpayee,  Hitha Chandrashekar "
Pataakha,2018," Action, Comedy, Drama            ",134 min,  7.2 ,3950,"     Director: Vishal Bhardwaj |      Stars: Sanya Malhotra,  Radhika Madan,  Sunil Grover,  Vijay Raaz "
Shaadi Ke Side Effects,2014," Comedy, Romance            ",145 min,  5.6 ,3949,"     Director: Saket Chaudhary |      Stars: Farhan Akhtar,  Vidya Balan,  Vir Das,  Ram Kapoor "
Chhoti Si Baat,1976," Comedy, Romance            ",123 min,  8.3 ,3949,"     Director: Basu Chatterjee |      Stars: Ashok Kumar,  Vidya Sinha,  Amol Palekar,  Asrani "
Kaun?,1999," Mystery, Thriller            ",90 min,  7.8 ,3947,"     Director: Ram Gopal Varma |      Stars: Urmila Matondkar,  Manoj Bajpayee,  Sushant Singh "
Kaamyaab,2018, Drama            ,109 min,  7.9 ,3937,"     Director: Hardik Mehta |      Stars: Sanjay Mishra,  Deepak Dobriyal,  Sarika Singh,  Isha Talwar "
Teri Meri Kahaani,2012," Comedy, Drama, Romance            ",117 min,  4.7 ,3934,"     Director: Kunal Kohli |      Stars: Shahid Kapoor,  Priyanka Chopra Jonas,  Prachi Desai,  Neha Sharma "
Dum Maaro Dum,2011," Action, Crime, Drama            ",128 min,  6.2 ,3931,"     Director: Rohan Sippy |      Stars: Abhishek Bachchan,  Deepika Padukone,  Bipasha Basu,  Rana Daggubati "
Saheb Biwi Aur Gangster Returns,2013," Action, Crime, Drama            ",142 min,  6.8 ,3919,"     Director: Tigmanshu Dhulia |      Stars: Jimmy Sheirgill,  Mahie Gill,  Irrfan Khan,  Soha Ali Khan "
Kyon Ki...,2005," Drama, Romance            ",160 min,  5.6 ,3913,"     Director: Priyadarshan |      Stars: Salman Khan,  Kareena Kapoor,  Rimi Sen,  Jackie Shroff "
Mujhse Fraaandship Karoge,2011," Comedy, Drama, Romance            ",106 min,  6.9 ,3911,"     Director: Nupur Asthana |      Stars: Saqib Saleem,  Saba Azad,  Nishant Dahiya,  Tara D'Souza "
Awaara,1951," Drama, Musical, Romance            ",193 min,  7.9 ,3911,"     Director: Raj Kapoor |      Stars: Raj Kapoor,  Nargis,  Prithviraj Kapoor,  K.N. Singh "
Bullett Raja,2013," Action, Crime, Drama            ",138 min,  5.0 ,3866,"     Director: Tigmanshu Dhulia |      Stars: Saif Ali Khan,  Sonakshi Sinha,  Vidyut Jammwal,  Jimmy Sheirgill "
Bawarchi,1972," Comedy, Musical, Drama            ",130 min,  8.0 ,3865,"     Director: Hrishikesh Mukherjee |      Stars: Rajesh Khanna,  Jaya Bachchan,  Usha Kiran,  Harindranath Chattopadhyay "
Haraamkhor,2015," Drama, Romance            ",90 min,  6.4 ,3861,"     Director: Shlok Sharma |      Stars: Nawazuddin Siddiqui,  Shweta Tripathi,  Trimala Adhikari,  Mohammad Samad "
Murder,2004," Drama, Romance, Thriller            ",130 min,  5.4 ,3861,"     Director: Anurag Basu |      Stars: Mallika Sherawat,  Ashmit Patel,  Emraan Hashmi,  Kashmira Shah "
Masoom,1983, Drama            ,165 min,  8.4 ,3860,"     Director: Shekhar Kapur |      Stars: Naseeruddin Shah,  Shabana Azmi,  Jugal Hansraj,  Urmila Matondkar "
Kyaa Super Kool Hain Hum,2012, Comedy            ,136 min,  4.9 ,3814,"     Director: Sachin Yardi |      Stars: Anupam Kher,  Riteish Deshmukh,  Rohit Shetty,  Neha Sharma "
Zanjeer,1973," Action, Crime, Drama            ",145 min,  7.6 ,3805,"     Director: Prakash Mehra |      Stars: Amitabh Bachchan,  Jaya Bachchan,  Pran,  Om Prakash "
Dil Toh Baccha Hai Ji,2011," Comedy, Drama, Romance            ",143 min,  5.8 ,3795,"     Director: Madhur Bhandarkar |      Stars: Ajay Devgn,  Emraan Hashmi,  Omi Vaidya,  Shazahn Padamsee "
Ram Jaane,1995," Action, Crime, Drama            ",122 min,  5.4 ,3783,"     Director: Rajiv Mehra |      Stars: Shah Rukh Khan,  Juhi Chawla,  Vivek Mushran,  Pankaj Kapur "
B.A. Pass,2012," Crime, Drama, Thriller            ",95 min,  6.4 ,3767,"     Director: Ajay Bahl |      Stars: Shadab Kamal,  Shilpa Shukla,  Dibyendu Bhattacharya,  Shikha Joshi "
Saina,2021," Biography, Drama, Sport            ",135 min,  4.2 ,3753,"     Director: Amole Gupte |      Stars: Mukesh Agrohari,  Olga Anand,  Rohan Apte,  Amit Ashar "
Gone Kesh,2019," Comedy, Drama            ",110 min,  6.9 ,3752,"     Director: Qasim Khallow |      Stars: Shweta Tripathi,  Alisha,  Deepika Amin,  Malvika Bajaj "
Atkan Chatkan,2020," Drama, Musical            ",126 min,  8.1 ,3748,"     Director: Shiv Hare |      Stars: Lydian Nadhaswaram,  Sachin Chaudhary,  Tamanna Dipak,  Aayesha Vindhara "
Ungli,2014," Crime, Drama, Thriller            ",114 min,  5.7 ,3745,"     Director: Renzil D'Silva |      Stars: Shraddha Kapoor,  Sanjay Dutt,  Emraan Hashmi,  Kangana Ranaut "
Double Dhamaal,2011," Comedy, Crime, Drama            ",138 min,  3.8 ,3744,"     Director: Indra Kumar |      Stars: Sanjay Dutt,  Riteish Deshmukh,  Arshad Warsi,  Javed Jaffrey "
Luv Shuv Tey Chicken Khurana,2012, Comedy            ,140 min,  6.6 ,3743,"     Director: Sameer Sharma |      Stars: Kunal Kapoor,  Huma Qureshi,  Vinod Nagpal,  Rajesh Sharma "
Mubarakan,2017," Comedy, Romance            ",156 min,  5.5 ,3733,"     Director: Anees Bazmee |      Stars: Anil Kapoor,  Arjun Kapoor,  Ileana D'Cruz,  Athiya Shetty "
London Paris New York,2012, Romance            ,100 min,  5.7 ,3722,"     Director: Anu Menon |      Stars: Ali Zafar,  Aditi Rao Hydari,  Candice Pereira,  Scherrikar Bell "
Dhanak,2015," Comedy, Drama            ",106 min,  7.9 ,3716,"     Director: Nagesh Kukunoor |      Stars: Krrish Chhabria,  Hetal Gada,  Vipin Sharma,  Gulfam Khan "
That Girl in Yellow Boots,2010," Crime, Drama, Mystery            ",103 min,  6.7 ,3693,"     Director: Anurag Kashyap |      Stars: Kalki Koechlin,  Prashant Prakash,  Naseeruddin Shah,  Gulshan Devaiah "
Phillauri,2017," Comedy, Drama, Fantasy            ",138 min,  6.1 ,3681,"     Director: Anshai Lal |      Stars: Anushka Sharma,  Diljit Dosanjh,  Suraj Sharma,  Mehreen Pirzada "
Brij Mohan Amar Rahe,2017," Comedy, Crime, Drama            ",105 min,  6.8 ,3673,"     Director: Nikhil Bhat |      Stars: Arjun Mathur,  Nidhi Singh,  Sheetal Thakur,  Manav Vij "
London Confidental,2020," Crime, Drama, Thriller            ",77 min,  6.4 ,3667,"     Director: Kanwal Sethi |      Stars: Mouni Roy,  Purab Kohli,  Kiren Jogi,  Kulraj Randhawa "
Margarita with a Straw,2014, Drama            ,100 min,  7.2 ,3654,"     Directors: Shonali Bose,  Nilesh Maniyar |      Stars: Kalki Koechlin,  Revathi,  Sayani Gupta,  Hussain Dalal "
Bumboo,2012, Comedy            ,126 min,  6.0 ,3641,"     Director: Jagdish Rajpurohit |      Stars: Kavin Dave,  Sharat Saxena,  Sanjay Mishra,  Sarika Singh "
Raaz 3: The Third Dimension,2012," Horror, Romance, Thriller            ",139 min,  4.1 ,3623,"     Director: Vikram Bhatt |      Stars: Emraan Hashmi,  Bipasha Basu,  Esha Gupta,  Manish Chaudhary "
Ramaiya Vastavaiya,2013," Action, Drama, Romance            ",148 min,  5.7 ,3617,"     Director: Prabhu Deva |      Stars: Shruti Haasan,  Girish Taurani,  Randhir Kapoor,  Sonu Sood "
Shor in the City,2010," Crime, Drama            ",112 min,  7.2 ,3571,"     Directors: Krishna D.K.,  Raj Nidimoru |      Stars: Sendhil Ramamurthy,  Tusshar Kapoor,  Nikhil Dwivedi,  Preeti Desai "
Action Jackson,I 2014," Action, Crime, Thriller            ",144 min,  3.3 ,3570,"     Director: Prabhu Deva |      Stars: Ajay Devgn,  Shahid Kapoor,  Prabhas,  Yami Gautam "
Aakrosh,2010," Action, Crime, Thriller            ",146 min,  7.0 ,3560,"     Director: Priyadarshan |      Stars: Ajay Devgn,  Akshaye Khanna,  Bipasha Basu,  Paresh Rawal "
Bhoot,2003," Horror, Mystery, Thriller            ",113 min,  6.5 ,3559,"     Director: Ram Gopal Varma |      Stars: Ajay Devgn,  Urmila Matondkar,  Nana Patekar,  Rekha "
Hate Story,2012," Drama, Thriller            ",140 min,  5.3 ,3545,"     Director: Vivek Agnihotri |      Stars: Nikhil Dwivedi,  Gulshan Devaiah,  Paoli Dam,  Mohan Kapur "
Lucky: No Time for Love,2005," Musical, Drama, Romance            ",180 min,  4.7 ,3539,"     Directors: Radhika Rao,  Vinay Sapru |      Stars: Salman Khan,  Sneha Ullal,  Mithun Chakraborty,  Kader Khan "
Happy Ending,2014," Comedy, Romance            ",135 min,  5.4 ,3521,"     Directors: Krishna D.K.,  Raj Nidimoru |      Stars: Saif Ali Khan,  Ileana D'Cruz,  Kalki Koechlin,  Ranvir Shorey "
Yeh Saali Aashiqui,2019," Drama, Romance, Thriller            ",137 min,  8.0 ,3516,"     Director: Cherag Ruparel |      Stars: Vardhan Puri,  Shivaleeka Oberoi,  Ruslaan Mumtaz,  Satish Kaushik "
Raaz: The Mystery Continues,2009," Horror, Mystery, Romance            ",151 min,  5.6 ,3490,"     Director: Mohit Suri |      Stars: Kangana Ranaut,  Adhyayan Suman,  Emraan Hashmi,  Vicky Ahuja "
Filmistaan,2012, Comedy            ,117 min,  7.3 ,3433,"     Director: Nitin Kakkar |      Stars: Sharib Hashmi,  Inaamulhaq,  Kumud Mishra,  Gopal Datt "
Jazbaa,2015," Action, Crime, Drama            ",119 min,  5.8 ,3431,"     Director: Sanjay Gupta |      Stars: Aishwarya Rai Bachchan,  Irrfan Khan,  Shabana Azmi,  Jackie Shroff "
Ghatak: Lethal,1996," Action, Drama            ",158 min,  7.4 ,3425,"     Director: Rajkumar Santoshi |      Stars: Sunny Deol,  Meenakshi Sheshadri,  Danny Denzongpa,  Amrish Puri "
Shatranj Ke Khilari,1977," Comedy, Drama, History            ",129 min,  7.7 ,3406,"     Director: Satyajit Ray |      Stars: Sanjeev Kumar,  Saeed Jaffrey,  Shabana Azmi,  Farida Jalal "
Simran,2017," Crime, Drama, Thriller            ",124 min,  5.1 ,3395,"     Director: Hansal Mehta |      Stars: Kangana Ranaut,  Sohum Shah,  Esha Tewari,  Jason Louder "
Zinda,2006," Action, Drama, Mystery            ",116 min,  4.9 ,3383,"     Director: Sanjay Gupta |      Stars: Sanjay Dutt,  John Abraham,  Lara Dutta,  Celina Jaitly "
Yaadein...,2001," Musical, Drama, Romance            ",171 min,  4.4 ,3373,"     Director: Subhash Ghai |      Stars: Hrithik Roshan,  Jackie Shroff,  Kareena Kapoor,  Amrish Puri "
Kyaa Kool Hai Hum,2005," Comedy, Mystery            ",172 min,  6.1 ,3372,"     Director: Sangeeth Sivan |      Stars: Tusshar Kapoor,  Riteish Deshmukh,  Isha Koppikar,  Neha Dhupia "
Jattu Engineer,2017, Comedy            ,139 min,  5.7 ,3364,"     Directors: Honeypreet Insan,  Gurmeet Ram Rahim Singh |      Stars: Muntazir Ahmad,  Amardeep Insan,  Ashok Insan,  Divya Insan "
Jism 2,2012," Drama, Romance, Thriller            ",130 min,  3.0 ,3363,"     Director: Pooja Bhatt |      Stars: Randeep Hooda,  Arunoday Singh,  Arif Zakaria,  Sunny Leone "
Marjaavaan,2019," Action, Drama, Romance            ",152 min,  3.7 ,3350,"     Director: Milap Zaveri |      Stars: Riteish Deshmukh,  Sidharth Malhotra,  Tara Sutaria,  Rakul Preet Singh "
One Day: Justice Delivered,2019," Action, Crime, Thriller            ",124 min,  5.0 ,3347,"     Director: Ashok Nanda |      Stars: Anupam Kher,  Kumud Mishra,  Esha Gupta,  Zakir Hussain "
Tum Bin...: Love Will Find a Way,2001," Drama, Romance            ",158 min,  7.5 ,3332,"     Director: Anubhav Sinha |      Stars: Priyanshu Chatterjee,  Himanshu Malik,  Sandali Sinha,  Raqesh Bapat "
Dulhan Hum Le Jayenge,2000," Comedy, Drama, Romance            ",158 min,  5.1 ,3324,"     Director: David Dhawan |      Stars: Salman Khan,  Karisma Kapoor,  Om Puri,  Paresh Rawal "
Jaani Dushman: Ek Anokhi Kahani,2002," Action, Fantasy, Thriller            ",170 min,  2.8 ,3317,"     Director: Rajkumar Kohli |      Stars: Sunny Deol,  Arman Kohli,  Manisha Koirala,  Akshay Kumar "
Darna Mana Hai,2003, Horror            ,121 min,  6.3 ,3301,"     Director: Prawaal Raman |      Stars: Saif Ali Khan,  Sameera Reddy,  Vivek Oberoi,  Antara Mali "
Humraaz,2002," Action, Musical, Romance            ",173 min,  6.4 ,3290,"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Bobby Deol,  Akshaye Khanna,  Ameesha Patel,  Johnny Lever "
